,county,item,quantity
3425,Cheshire East,Blueberry yoghurt,1050528.0
3426,South Northamptonshire,hp envy laptop,1050522.0
3427,Stoke-on-Trent,almond croisant,1050519.0
3428,Sefton,halo combat evolved,1050498.0
3429,Haringey,linen shirt,1050497.0
3430,Lambeth,bosch washing machine,1050484.0
3431,South Northamptonshire,bosch washing machine,1050469.0
3432,Stoke-on-Trent,apple macbook pro mid 2009,1050429.0
3433,Flintshire,Almond milk,1050422.0
3434,Stoke-on-Trent,samsung washing machine,1050422.0
3435,Newham,Slightly salted butter,1050422.0
3436,Flintshire,samsung washing machine,1050416.0
3437,Ceredigion,courgette loose,1050412.0
3438,Ceredigion,large king prawns,1050408.0
3439,North Ayrshire,diced chicken breast,1050399.0
3440,Swansea,Blueberry yoghurt,1050394.0
3441,North Ayrshire,lg washing machine,1050383.0
3442,Staffordshire,mature cheddar cheese,1050360.0
3443,Sefton,dyson washing machine,1050356.0
3444,Lincoln,brenton jumper,1050334.0
3445,Mole Valley,fresh whole turkey,1050313.0
3446,Staffordshire,diced vernison,1050295.0
3447,Stoke-on-Trent,Slightly salted butter,1050277.0
3448,Lambeth,grey cardigan,1050273.0
3449,South Northamptonshire,play station 3,1050268.0
3450,Epsom and Ewell,jam doughnut,1050257.0
3451,Staffordshire,denim jacket,1050253.0
3452,Newham,wristwatch,1050242.0
3453,Tyne and Wear,pain au chocolate,1050230.0
3454,Swansea,Plain Greek yoghurt,1050213.0
3455,North Ayrshire,large king prawns,1050192.0
3456,Stoke-on-Trent,raspberries,1050170.0
3457,Staffordshire,Brocolli loose,1050157.0
3458,Mole Valley,Oats Milk,1050147.0
3459,Swansea,linen shirt,1050124.0
3460,Lincoln,british fresh chicken brest fillets,1050112.0
3461,Cheshire East,Onions Loose,1050107.0
3462,Haringey,olive oil spread,1050102.0
3463,Swansea,fresh whole chicken,1050083.0
3464,Swansea,Red pepper,1050082.0
3465,East Sussex,pokemon blue,1050073.0
3466,Swansea,scottish salmon,1050063.0
3467,Lichfield,red velvet cake,1050055.0
3468,Fylde,blue stilton cheese,1050043.0
3469,Mole Valley,pokemon yellow,1050041.0
3470,Swansea,shortbread,1050036.0
3471,South Northamptonshire,wristwatch,1050036.0
3472,Fylde,goat cheese,1050007.0
3473,Swansea,gameboy color,1050000.0
3474,Flintshire,mild cheddar cheese,1049996.0
3475,Dorset,blue stilton cheese,1049979.0
3476,Sefton,flapjack,1049957.0
3477,Chiltern,fresh turkey steak,1049904.0
3478,Bassetlaw,blue stilton cheese,1049889.0
3479,Tyne and Wear,grey blazers,1049880.0
3480,Dorset,silk tie,1049873.0
3481,Newham,gameboy color,1049863.0
3482,Ceredigion,chocolate fudge cake,1049862.0
3483,Dorset,hp dv 2000 laptop,1049862.0
3484,Newham,sea bass fillets,1049860.0
3485,East Sussex,almond croisant,1049849.0
3486,Richmondshire,plastic sunshades,1049839.0
3487,Lichfield,diced vernison,1049836.0
3488,Chiltern,21 day mature rump steak,1049812.0
3489,East Sussex,Slightly salted butter,1049787.0
3490,Lincoln,silk scarf,1049743.0
3491,Castle Point,gameboy color,1049733.0
3492,Chiltern,cotton tie,1049709.0
3493,Lincoln,courgette loose,1049689.0
3494,South Northamptonshire,organic raspberry yoghurt,1049684.0
3495,Forest of Dean,oxford shoes,1049677.0
3496,Bassetlaw,British baking potatoes loose,1049665.0
3497,Stoke-on-Trent,beef mince,1049657.0
3498,Sefton,Soy Milk,1049656.0
3499,Newham,large king prawns,1049630.0
3500,Wyre,silk tie,1049621.0
3501,Newham,Fairtrade Bananas Loose,1049613.0
3502,Mole Valley,Organic mILK,1049612.0
3503,Newham,semi skimmed milk,1049598.0
3504,Swansea,skimmed milk,1049570.0
3505,Cheshire East,pain au chocolate,1049556.0
3506,Wyre,british bramley cooking apples,1049517.0
3507,Wyre,millionaire square,1049503.0
3508,Newham,red velvet cake,1049501.0
3509,Haringey,croisant ,1049493.0
3510,Swansea,hp dv 2000 laptop,1049476.0
3511,Peeblesshire,chocolate twist,1049469.0
3512,Ceredigion,semi skimmed milk,1049460.0
3513,Chiltern,Lemon,1049447.0
3514,Tyne and Wear,Blueberry yoghurt,1049445.0
3515,East Devon,british fresh chicken thigh fillets,1049433.0
3516,Lichfield,large king prawns,1049413.0
3517,Epsom and Ewell,almond croisant,1049412.0
3518,Haringey,almond croisant,1049410.0
3519,Sefton,custard doughnut,1049396.0
3520,East Sussex,hp dv 3000 laptop,1049391.0
3521,Chiltern,dyson tower fan,1049386.0
3522,Staffordshire,british fresh chicken thigh fillets,1049364.0
3523,Richmondshire,shortbread,1049351.0
3524,Dorset,vanilla yoghurt,1049335.0
3525,Cheshire East,classic bowtie,1049311.0
3526,Forest of Dean,samsung washing machine,1049290.0
3527,Chiltern,olive oil spread,1049284.0
3528,Staffordshire,play station 3,1049263.0
3529,Stoke-on-Trent,Blueberry yoghurt,1049253.0
3530,Lincoln,minecraft game - xbox,1049241.0
3531,Tyne and Wear,pink blazers,1049238.0
3532,Fylde,millionaire square,1049221.0
3533,Swansea,plastic sunshades,1049212.0
3534,Haringey,aubergine,1049181.0
3535,Castle Point,chocolate fudge cake,1049178.0
3536,Staffordshire,british fresh turkey mince,1049160.0
3537,Forest of Dean,British baking potatoes loose,1049152.0
3538,Dorset,chocolate twist,1049149.0
3539,Stoke-on-Trent,dell inspiron laptop,1049139.0
3540,Haringey,brenton t-shirt,1049122.0
3541,Cheshire East,grey blazers,1049105.0
3542,Larne,apple macbook air mid 2009,1049105.0
3543,Chiltern,British baking potatoes loose,1049100.0
3544,Wyre,brenton t-shirt,1049087.0
3545,Peeblesshire,god of war 2,1049082.0
3546,Lambeth,brenton t-shirt,1049059.0
3547,Ceredigion,fresh whole turkey,1049043.0
3548,Swansea,mature cheddar cheese,1049036.0
3549,Dorset,croisant ,1049036.0
3550,Tyne and Wear,oxford shoes,1049026.0
3551,Peeblesshire,cotton tie,1049017.0
3552,Swansea,beef sausages,1049016.0
3553,Bassetlaw,classic bowtie,1048953.0
3554,Forest of Dean,scottish salmon,1048930.0
3555,East Devon,grey cardigan,1048908.0
3556,East Sussex,dual shock controller,1048897.0
3557,Haringey,apple macbook pro mid 2009,1048877.0
3558,Lichfield,Oats Milk,1048867.0
3559,Swansea,unsalted butter,1048855.0
3560,Mole Valley,vernison sausages,1048835.0
3561,Lambeth,hp envy laptop,1048816.0
3562,Lichfield,lg washing machine,1048805.0
3563,Cheshire East,British baking potatoes loose,1048789.0
3564,Lincoln,linen shirt,1048789.0
3565,Fylde,british parsnips loose,1048771.0
3566,Epsom and Ewell,pink blazers,1048765.0
3567,Newham,shortbread,1048759.0
3568,Staffordshire,wellington boots,1048748.0
3569,Cheshire East,large king prawns,1048742.0
3570,Lichfield,croisant ,1048730.0
3571,Forest of Dean,wellington boots,1048697.0
3572,Fylde,pain au raisins,1048674.0
3573,Cheshire East,pain au raisins,1048659.0
3574,East Sussex,vernison sausages,1048639.0
3575,Cheshire East,plastic sunshades,1048612.0
3576,Sefton,pain au raisins,1048608.0
3577,Haringey,british parsnips loose,1048593.0
3578,Castle Point,minecraft game - xbox,1048581.0
3579,East Sussex,british fresh chicken brest fillets,1048561.0
3580,Lambeth,salmon fillets,1048556.0
3581,East Devon,Lemon,1048542.0
3582,Staffordshire,sea bass fillets,1048503.0
3583,South Northamptonshire,vernison sausages,1048499.0
3584,East Sussex,silk scarf,1048463.0
3585,North Ayrshire,21 day mature sirlion steak,1048459.0
3586,Staffordshire,fresh turkey steak,1048443.0
3587,Forest of Dean,beef mince,1048441.0
3588,Ceredigion,flapjack,1048440.0
3589,Forest of Dean,almond croisant,1048437.0
3590,Dorset,diced chicken breast,1048433.0
3591,Chiltern,Spring onions bunch,1048428.0
3592,Newham,skimmed milk,1048423.0
3593,East Devon,British carrots loose,1048415.0
3594,Fylde,silk tie,1048394.0
3595,Wyre,lg washing machine,1048385.0
3596,Sefton,Slightly salted butter,1048372.0
3597,East Sussex,dyson vacuum cleaner,1048365.0
3598,Ceredigion,british fresh chicken brest fillets,1048344.0
3599,Forest of Dean,Sweet potatoes loose,1048320.0
3600,Newham,vanilla yoghurt,1048246.0
3601,Richmondshire,celery,1048220.0
3602,North Ayrshire,halo combat evolved,1048198.0
3603,Castle Point,oxford shirt,1048165.0
3604,Chiltern,wellington boots,1048155.0
3605,Lambeth,play station 3,1048125.0
3606,Staffordshire,free range large eggs x12,1048116.0
3607,Chiltern,almond croisant,1048116.0
3608,Bassetlaw,celery,1048113.0
3609,Stoke-on-Trent,fresh turkey steak,1048080.0
3610,Tyne and Wear,Oats Milk,1048074.0
3611,Swansea,minecraft game - xbox,1048050.0
3612,Stoke-on-Trent,minecraft game - xbox,1048030.0
3613,Dorset,Organic Kefir,1048025.0
3614,Peeblesshire,british fresh chicken brest fillets,1048018.0
3615,Fylde,Brocolli loose,1048016.0
3616,Cheshire East,grey cardigan,1048002.0
3617,Fylde,Plain Greek yoghurt,1047997.0
3618,Swansea,Slightly salted butter,1047994.0
3619,Bassetlaw,fresh turkey steak,1047989.0
3620,Haringey,samsung washing machine,1047987.0
3621,East Sussex,hp dv 2000 laptop,1047935.0
3622,Lambeth,grey blazers,1047934.0
3623,Fylde,brenton t-shirt,1047927.0
3624,East Sussex,minecraft game - xbox,1047924.0
3625,Castle Point,dual shock controller,1047892.0
3626,Ceredigion,Lemon,1047874.0
3627,Swansea,vanilla yoghurt,1047871.0
3628,Bassetlaw,pokemon yellow,1047869.0
3629,Cheshire East,semi skimmed milk,1047865.0
3630,Mole Valley,pain au chocolate,1047864.0
3631,Tyne and Wear,cod fillets,1047844.0
3632,Ceredigion,chocolate twist,1047839.0
3633,Richmondshire,hp dv 2000 laptop,1047827.0
3634,Bassetlaw,Fairtrade Bananas Loose,1047818.0
3635,North Ayrshire,scottish salmon,1047813.0
3636,Cheshire East,flapjack,1047811.0
3637,East Devon,grey blazers,1047797.0
3638,Staffordshire,pokemon yellow,1047797.0
3639,Castle Point,Blueberry yoghurt,1047790.0
3640,Bassetlaw,croisant ,1047790.0
3641,Chiltern,dyson vacuum cleaner,1047757.0
3642,Tyne and Wear,silk scarf,1047750.0
3643,Fylde,mild cheddar cheese,1047745.0
3644,East Sussex,silk tie,1047737.0
3645,Peeblesshire,21 day mature sirlion steak,1047735.0
3646,East Sussex,hotpoint washing machine,1047719.0
3647,Tyne and Wear,baby potatoes,1047679.0
3648,Swansea,linen trousers,1047674.0
3649,Epsom and Ewell,british fresh chicken thigh fillets,1047673.0
3650,Sefton,fresh whole turkey,1047648.0
3651,Ceredigion,salmon fillets,1047638.0
3652,Dorset,british fresh chicken brest fillets,1047636.0
3653,Tyne and Wear,Organic mILK,1047613.0
3654,North Ayrshire,gameboy color,1047612.0
3655,Sefton,british fresh chicken thigh fillets,1047608.0
3656,Dorset,Soy Milk,1047595.0
3657,Peeblesshire,vanilla yoghurt,1047577.0
3658,Flintshire,organic raspberry yoghurt,1047574.0
3659,East Sussex,plastic sunshades,1047567.0
3660,Stoke-on-Trent,pain au chocolate,1047550.0
3661,Forest of Dean,macaron - x3,1047539.0
3662,Castle Point,easy peeler loose,1047527.0
3663,Mole Valley,large king prawns,1047504.0
3664,Castle Point,gaming mouse,1047502.0
3665,Stoke-on-Trent,fresh whole turkey,1047494.0
3666,Chiltern,organic raspberry yoghurt,1047472.0
3667,Stoke-on-Trent,custard doughnut,1047454.0
3668,North Ayrshire,Red pepper,1047436.0
3669,Peeblesshire,skimmed milk,1047394.0
3670,Fylde,apple macbook pro mid 2009,1047394.0
3671,Cheshire East,x-box 360,1047388.0
3672,Fylde,pokemon blue,1047360.0
3673,Newham,cotton tie,1047337.0
3674,Wyre,gaming mouse,1047316.0
3675,Haringey,dell inspiron laptop,1047226.0
3676,Haringey,pokemon red,1047214.0
3677,Newham,custard doughnut,1047207.0
3678,Lincoln,diced vernison,1047202.0
3679,Forest of Dean,British carrots loose,1047198.0
3680,Haringey,gaming keyboard,1047158.0
3681,East Sussex,white shirt,1047127.0
3682,Mole Valley,croisant ,1047122.0
3683,Bassetlaw,baby potatoes,1047121.0
3684,Chiltern,millionaire square,1047116.0
3685,Epsom and Ewell,pokemon blue,1047110.0
3686,Lincoln,pain au chocolate,1047088.0
3687,Richmondshire,skimmed milk,1047083.0
3688,Dorset,Spring onions bunch,1047076.0
3689,Wyre,aubergine,1047075.0
3690,Lambeth,linen shirt,1047073.0
3691,Sefton,British carrots loose,1047073.0
3692,Stoke-on-Trent,millionaire square,1047040.0
3693,Haringey,hp envy laptop,1047034.0
3694,Sefton,scottish salmon,1047023.0
3695,Newham,Plain Greek yoghurt,1046950.0
3696,Lambeth,free range large eggs x12,1046942.0
3697,Fylde,fresh turkey steak,1046932.0
3698,Newham,denim jacket,1046915.0
3699,Wyre,Blueberry yoghurt,1046901.0
3700,Swansea,grey cardigan,1046895.0
3701,East Sussex,salmon fillets,1046880.0
3702,Dorset,gaming keyboard,1046875.0
3703,Newham,oxford shoes,1046855.0
3704,Swansea,almond croisant,1046850.0
3705,Castle Point,bosch washing machine,1046822.0
3706,Epsom and Ewell,diced chicken breast,1046820.0
3707,North Ayrshire,brenton t-shirt,1046805.0
3708,Wyre,Oats Milk,1046782.0
3709,Newham,play station 3,1046758.0
3710,Flintshire,grey blazers,1046741.0
3711,East Sussex,British baking potatoes loose,1046727.0
3712,Swansea,Organic mILK,1046702.0
3713,North Ayrshire,wristwatch,1046696.0
3714,Staffordshire,Lemon,1046684.0
3715,Tyne and Wear,grey cardigan,1046681.0
3716,North Ayrshire,skimmed milk,1046677.0
3717,Richmondshire,Soy Milk,1046672.0
3718,Staffordshire,brenton t-shirt,1046667.0
3719,Forest of Dean,unsalted butter,1046656.0
3720,Chiltern,vernison sausages,1046622.0
3721,Mole Valley,pink blazers,1046600.0
3722,East Sussex,fresh whole chicken,1046583.0
3723,Sefton,salmon fillets,1046564.0
3724,Newham,dell inspiron laptop,1046539.0
3725,Mole Valley,play station 3,1046532.0
3726,Lambeth,macaron - x3,1046519.0
3727,Ceredigion,jam doughnut,1046518.0
3728,Mole Valley,salmon fillets,1046516.0
3729,Wyre,chocolate fudge cake,1046513.0
3730,East Sussex,Spring onions bunch,1046505.0
3731,Lambeth,British carrots loose,1046501.0
3732,Chiltern,gameboy color,1046496.0
3733,Swansea,red velvet cake,1046472.0
3734,Staffordshire,halo combat evolved,1046471.0
3735,Chiltern,Almond milk,1046449.0
3736,Castle Point,hotpoint washing machine,1046443.0
3737,Chiltern,semi skimmed milk,1046419.0
3738,Stoke-on-Trent,hp envy laptop,1046400.0
3739,Newham,hp dv 3000 laptop,1046378.0
3740,Ceredigion,easy peeler loose,1046377.0
3741,Wyre,Organic Kefir,1046360.0
3742,Newham,21 day mature ribeye steak,1046350.0
3743,Haringey,cheese cake,1046337.0
3744,North Ayrshire,Soy Milk,1046279.0
3745,East Devon,celery,1046273.0
3746,East Sussex,oxford shirt,1046272.0
3747,Lambeth,custard doughnut,1046254.0
3748,Lincoln,british parsnips loose,1046247.0
3749,Sefton,unsalted butter,1046223.0
3750,Forest of Dean,dual shock controller,1046219.0
3751,Lichfield,classic bowtie,1046199.0
3752,Dorset,aubergine,1046191.0
3753,North Ayrshire,free range large eggs x12,1046187.0
3754,Staffordshire,scottish salmon,1046170.0
3755,East Sussex,apple macbook air mid 2009,1046162.0
3756,Haringey,oxford shirt,1046162.0
3757,Larne,wristwatch,1046158.0
3758,Lambeth,Plain Greek yoghurt,1046148.0
3759,Forest of Dean,pink blazers,1046124.0
3760,Dorset,pokemon red,1046112.0
3761,Bassetlaw,wellington boots,1046081.0
3762,Richmondshire,aubergine,1046079.0
3763,Stoke-on-Trent,silk scarf,1046074.0
3764,Chiltern,sea bass fillets,1046070.0
3765,Sefton,celery,1046064.0
3766,Stoke-on-Trent,brenton t-shirt,1046053.0
3767,North Ayrshire,plastic sunshades,1046044.0
3768,Lambeth,british fresh chicken brest fillets,1046032.0
3769,Stoke-on-Trent,Brocolli loose,1046011.0
3770,Bassetlaw,organic raspberry yoghurt,1046001.0
3771,Newham,chocolate twist,1045926.0
3772,North Ayrshire,Slightly salted butter,1045921.0
3773,Fylde,beef mince,1045896.0
3774,Staffordshire,custard doughnut,1045895.0
3775,Fylde,jam doughnut,1045888.0
3776,Castle Point,shortbread,1045875.0
3777,Haringey,classic bowtie,1045855.0
3778,Lichfield,british parsnips loose,1045854.0
3779,Bassetlaw,x-box 360,1045838.0
3780,Bassetlaw,grey blazers,1045819.0
3781,Larne,brenton t-shirt,1045798.0
3782,East Sussex,Red pepper,1045798.0
3783,Forest of Dean,chocolate fudge cake,1045794.0
3784,Tyne and Wear,flapjack,1045766.0
3785,East Devon,custard doughnut,1045749.0
3786,Swansea,pokemon blue,1045699.0
3787,Haringey,21 day mature sirlion steak,1045682.0
3788,Ceredigion,wellington boots,1045662.0
3789,Forest of Dean,millionaire square,1045648.0
3790,Richmondshire,Fairtrade Bananas Loose,1045643.0
3791,Richmondshire,linen trousers,1045641.0
3792,Richmondshire,hp envy laptop,1045641.0
3793,Ceredigion,british fresh turkey mince,1045636.0
3794,Bassetlaw,silk scarf,1045617.0
3795,Lichfield,flapjack,1045604.0
3796,Epsom and Ewell,unsalted butter,1045603.0
3797,Dorset,linen shirt,1045580.0
3798,Richmondshire,gaming keyboard,1045579.0
3799,Lambeth,british fresh chicken thigh fillets,1045572.0
3800,Lambeth,large king prawns,1045572.0
3801,East Devon,pain au raisins,1045556.0
3802,Tyne and Wear,sea bass fillets,1045548.0
3803,Ceredigion,organic raspberry yoghurt,1045531.0
3804,Forest of Dean,pokemon yellow,1045526.0
3805,Dorset,organic raspberry yoghurt,1045519.0
3806,Mole Valley,god of war 2,1045512.0
3807,Dorset,hotpoint washing machine,1045494.0
3808,Peeblesshire,almond croisant,1045487.0
3809,Forest of Dean,bosch washing machine,1045457.0
3810,Stoke-on-Trent,celery,1045415.0
3811,Epsom and Ewell,celery,1045414.0
3812,Flintshire,lg washing machine,1045387.0
3813,North Ayrshire,grey blazers,1045374.0
3814,Newham,british bramley cooking apples,1045358.0
3815,Fylde,almond croisant,1045358.0
3816,Staffordshire,goat cheese,1045342.0
3817,Newham,21 day mature rump steak,1045336.0
3818,Epsom and Ewell,dyson vacuum cleaner,1045300.0
3819,Dorset,Brocolli loose,1045299.0
3820,Lambeth,Blueberry yoghurt,1045296.0
3821,Richmondshire,raspberries,1045277.0
3822,Lichfield,god of war 2,1045244.0
3823,Stoke-on-Trent,macaron - x3,1045241.0
3824,East Sussex,Mixed pepper,1045240.0
3825,Richmondshire,gaming mouse,1045228.0
3826,North Ayrshire,almond croisant,1045227.0
3827,Lambeth,Soy Milk,1045220.0
3828,Forest of Dean,olive oil spread,1045216.0
3829,Richmondshire,Almond milk,1045170.0
3830,East Devon,linen trousers,1045167.0
3831,Stoke-on-Trent,diced vernison,1045155.0
3832,Newham,lg washing machine,1045150.0
3833,East Sussex,dyson washing machine,1045150.0
3834,Haringey,linen trousers,1045146.0
3835,Swansea,classic bowtie,1045138.0
3836,North Ayrshire,Brocolli loose,1045128.0
3837,Tyne and Wear,linen shirt,1045127.0
3838,East Devon,shortbread,1045119.0
3839,Stoke-on-Trent,denim jeams,1045112.0
3840,Wyre,vernison sausages,1045109.0
3841,Forest of Dean,british fresh turkey mince,1045076.0
3842,Forest of Dean,organic soured cream,1045053.0
3843,Haringey,british fresh turkey mince,1045041.0
3844,Ceredigion,baby potatoes,1045038.0
3845,Forest of Dean,gaming mouse,1045031.0
3846,Chiltern,vanilla yoghurt,1045026.0
3847,Castle Point,unsalted butter,1045015.0
3848,Castle Point,apple macbook air mid 2009,1045003.0
3849,Wyre,linen shirt,1044999.0
3850,Swansea,courgette loose,1044983.0
3851,Stoke-on-Trent,semi skimmed milk,1044973.0
3852,North Ayrshire,gameboy advance,1044973.0
3853,Ceredigion,denim jacket,1044971.0
3854,Ceredigion,Soy Milk,1044949.0
3855,Fylde,celery,1044943.0
3856,Fylde,linen shirt,1044937.0
3857,Ceredigion,gaming mouse,1044934.0
3858,Forest of Dean,aubergine,1044906.0
3859,East Sussex,british fresh turkey mince,1044890.0
3860,Newham,cheese cake,1044883.0
3861,Bassetlaw,shortbread,1044859.0
3862,Fylde,easy peeler loose,1044854.0
3863,East Devon,pink blazers,1044808.0
3864,Forest of Dean,Slightly salted butter,1044795.0
3865,Stoke-on-Trent,Onions Loose,1044790.0
3866,Swansea,oxford shirt,1044783.0
3867,East Sussex,Soy Milk,1044777.0
3868,Ceredigion,vernison sausages,1044727.0
3869,East Sussex,dyson tower fan,1044722.0
3870,Chiltern,British carrots loose,1044711.0
3871,Staffordshire,grey blazers,1044707.0
3872,Newham,raspberries,1044705.0
3873,Fylde,vernison sausages,1044686.0
3874,Forest of Dean,21 day mature rump steak,1044684.0
3875,Lichfield,sea bass fillets,1044674.0
3876,Castle Point,vernison sausages,1044672.0
